id,name,total.over.15,male.over.15,male.college,male.grad,male.other,female.over.15,female.college,female.grad,female.other
42740,"Sedalia, MO Micro Area",33401,16179,787,158,15234,17222,1309,144,15769
33940,"Montrose, CO Micro Area",33397,16279,382,40,15857,17118,668,61,16389
27300,"Jacksonville, IL Micro Area",33295,16505,688,995,14822,16790,670,986,15134
13620,"Berlin, NH-VT Micro Area",33260,17609,538,87,16984,15651,688,191,14772
13940,"Blackfoot, ID Micro Area",33234,16476,903,99,15474,16758,1224,178,15356
42780,"Selinsgrove, PA Micro Area",32979,16165,281,1009,14875,16814,491,1264,15059
42820,"Selma, AL Micro Area",32905,14835,634,84,14117,18070,1181,328,16561
28620,"Kill Devil Hills, NC Micro Area",32878,16538,716,71,15751,16340,845,181,15314
30820,"Lock Haven, PA Micro Area",32828,16008,1688,185,14135,16820,1777,241,14802
34140,"Moscow, ID Micro Area",32633,16567,5072,115,11380,16066,4306,226,11534
17620,"Coamo, PR Micro Area",32560,15618,425,857,14336,16942,374,1220,15348
29660,"Laramie, WY Micro Area",32488,16927,5909,492,10526,15561,5542,93,9926
15420,"Burley, ID Micro Area",32443,16398,623,47,15728,16045,754,131,15160
42300,"Sault Ste. Marie, MI Micro Area",32411,18130,1265,69,16796,14281,1260,121,12900
20900,"El Campo, TX Micro Area",32379,15720,561,30,15129,16659,721,86,15852
34660,"Murray, KY Micro Area",32352,15456,3263,44,12149,16896,3916,247,12733
20980,"El Dorado, AR Micro Area",32302,15477,617,92,14768,16825,1120,172,15533
26340,"Houghton, MI Micro Area",32295,17609,4284,265,13060,14686,1918,270,12498
16380,"Celina, OH Micro Area",32258,16072,584,64,15424,16186,695,74,15417
45700,"Tifton, GA Micro Area",32218,15304,1478,26,13800,16914,1741,67,15106
32260,"Marshalltown, IA Micro Area",32181,16193,424,171,15598,15988,731,141,15116
32660,"McMinnville, TN Micro Area",32132,15729,483,44,15202,16403,561,75,15767
15740,"Cambridge, OH Micro Area",32105,15636,436,90,15110,16469,814,235,15420
48460,"West Plains, MO Micro Area",32100,15416,526,15,14875,16684,927,133,15624
16340,"Cedartown, GA Micro Area",32083,15622,667,133,14822,16461,837,156,15468
38260,"Pittsburg, KS Micro Area",32082,15846,2771,337,12738,16236,2610,238,13388
36380,"Okeechobee, FL Micro Area",32081,17443,517,141,16785,14638,572,156,13910
40180,"Riverton, WY Micro Area",32027,15940,759,107,15074,16087,1173,104,14810
24900,"Greenwood, MS Micro Area",31964,14940,1013,4,13923,17024,1491,177,15356
21580,"Espa?ola, NM Micro Area",31942,15723,692,87,14944,16219,1356,125,14738
20660,"Easton, MD Micro Area",31867,14922,367,303,14252,16945,805,271,15869
46500,"Urbana, OH Micro Area",31751,15777,417,436,14924,15974,703,481,14790
25300,"Hannibal, MO Micro Area",31682,15365,295,496,14574,16317,553,528,15236
10860,"Alice, TX Micro Area",31675,15340,415,115,14810,16335,699,69,15567
11820,"Astoria, OR Micro Area",31543,15606,619,79,14908,15937,956,221,14760
34500,"Mount Vernon, IL Micro Area",31494,16145,514,269,15362,15349,975,171,14203
35060,"Natchitoches, LA Micro Area",31391,14550,1682,345,12523,16841,1992,619,14230
47180,"Vincennes, IN Micro Area",31376,15865,1767,72,14026,15511,1933,68,13510
12380,"Austin, MN Micro Area",31193,15470,742,77,14651,15723,892,205,14626
43460,"Sikeston, MO Micro Area",31192,14970,387,84,14499,16222,756,213,15253
23620,"Gainesville, TX Micro Area",31174,15409,734,75,14600,15765,816,116,14833
16460,"Centralia, IL Micro Area",31157,15079,493,86,14500,16078,771,157,15150
19580,"Defiance, OH Micro Area",31044,15319,605,522,14192,15725,658,444,14623
30900,"Logansport, IN Micro Area",30863,15389,621,78,14690,15474,793,162,14519
18820,"Crawfordsville, IN Micro Area",30849,15544,436,716,14392,15305,484,170,14651
12120,"Atmore, AL Micro Area",30849,15971,497,33,15441,14878,642,86,14150
15220,"Brownwood, TX Micro Area",30795,15080,503,257,14320,15715,761,494,14460
13540,"Bennington, VT Micro Area",30759,14733,339,465,13929,16026,618,801,14607
35140,"Newberry, SC Micro Area",30699,14834,343,643,13848,15865,663,470,14732
38700,"Pontiac, IL Micro Area",30651,15435,448,90,14897,15216,849,133,14234
42420,"Scottsbluff, NE Micro Area",30631,14672,683,123,13866,15959,932,146,14881
13700,"Big Spring, TX Micro Area",30608,17625,873,174,16578,12983,778,114,12091
44920,"Summit Park, UT Micro Area",30590,15610,541,191,14878,14980,599,172,14209
22700,"Fort Dodge, IA Micro Area",30542,15664,1218,95,14351,14878,1344,191,13343
10220,"Ada, OK Micro Area",30517,14737,1165,91,13481,15780,1566,192,14022
46460,"Union City, TN-KY Micro Area",30499,14619,671,89,13859,15880,850,188,14842
21540,"Escanaba, MI Micro Area",30442,14954,566,81,14307,15488,695,152,14641
20540,"Dyersburg, TN Micro Area",30405,14402,445,96,13861,16003,681,93,15229
10820,"Alexandria, MN Micro Area",30315,14982,564,139,14279,15333,871,95,14367
23780,"Garden City, KS Micro Area",30228,15321,806,63,14452,14907,1112,63,13732
15900,"Canton, IL Micro Area",30089,15746,697,119,14930,14343,833,93,13417
26540,"Huntington, IN Micro Area",30067,14677,533,485,13659,15390,676,749,13965
35500,"Newton, IA Micro Area",29963,15292,372,93,14827,14671,644,226,13801
32460,"Mayfield, KY Micro Area",29891,14545,594,161,13790,15346,741,110,14495
18420,"Corinth, MS Micro Area",29827,14479,589,108,13782,15348,1068,141,14139
12900,"Batesville, AR Micro Area",29648,14234,456,281,13497,15414,955,261,14198
17500,"Clewiston, FL Micro Area",29609,15718,567,55,15096,13891,889,213,12789
37940,"Peru, IN Micro Area",29586,15853,597,106,15150,13733,938,41,12754
18740,"Coshocton, OH Micro Area",29565,14526,333,172,14021,15039,477,114,14448
35820,"North Platte, NE Micro Area",29536,14430,512,75,13843,15106,962,136,14008
23340,"Fremont, NE Micro Area",29456,14253,455,305,13493,15203,518,426,14259
42900,"Seneca Falls, NY Micro Area",29198,15364,380,224,14760,13834,416,410,13008
35460,"Newport, TN Micro Area",29183,14009,372,45,13592,15174,445,99,14630
11580,"Arcadia, FL Micro Area",29157,16798,391,44,16363,12359,399,69,11891
30880,"Logan, WV Micro Area",29143,14327,228,8,14091,14816,373,151,14292
19760,"DeRidder, LA Micro Area",28984,14759,386,87,14286,14225,642,62,13521
19940,"Dixon, IL Micro Area",28980,15399,792,242,14365,13581,655,165,12761
13060,"Bay City, TX Micro Area",28859,14166,489,52,13625,14693,318,22,14353
15580,"Butte-Silver Bow, MT Micro Area",28836,14271,1162,62,13047,14565,1329,66,13170
26780,"Hutchinson, MN Micro Area",28820,14172,496,79,13597,14648,778,85,13785
40940,"Safford, AZ Micro Area",28806,15700,1006,149,14545,13106,1182,122,11802
36940,"Owatonna, MN Micro Area",28799,14272,338,142,13792,14527,919,195,13413
29900,"Laurinburg, NC Micro Area",28792,14074,729,254,13091,14718,1173,259,13286
11680,"Arkansas City-Winfield, KS Micro Area",28782,14371,1008,368,12995,14411,957,233,13221
11140,"Americus, GA Micro Area",28766,13534,1278,33,12223,15232,1907,140,13185
32280,"Martin, TN Micro Area",28572,13782,2274,154,11354,14790,2686,138,11966
14820,"Brevard, NC Micro Area",28548,13604,392,448,12764,14944,563,415,13966
11420,"Angola, IN Micro Area",28376,14401,454,889,13058,13975,485,510,12980
30060,"Lebanon, MO Micro Area",28372,13982,444,78,13460,14390,663,191,13536
44860,"Sulphur Springs, TX Micro Area",28317,13756,475,102,13179,14561,831,82,13648
14780,"Brenham, TX Micro Area",28304,13796,1067,18,12711,14508,1380,193,12935
47080,"Vidalia, GA Micro Area",28283,13480,636,141,12703,14803,979,222,13602
46740,"Valley, AL Micro Area",28037,13250,497,75,12678,14787,797,204,13786
45380,"Taylorville, IL Micro Area",27988,14240,444,74,13722,13748,670,149,12929
14300,"Bonham, TX Micro Area",27901,14848,650,57,14141,13053,698,101,12254
45340,"Taos, NM Micro Area",27757,13441,535,95,12811,14316,839,267,13210
15100,"Brookings, SD Micro Area",27742,14256,4529,58,9669,13486,4213,77,9196
45980,"Troy, AL Micro Area",27721,13061,3273,38,9750,14660,2863,55,11742
20820,"Effingham, IL Micro Area",27654,13691,574,54,13063,13963,692,44,13227
31680,"Malvern, AR Micro Area",27631,14257,566,114,13577,13374,743,125,12506
15020,"Brookhaven, MS Micro Area",27607,13016,603,97,12316,14591,725,183,13683
45000,"Susanville, CA Micro Area",27601,18918,572,462,17884,8683,562,62,8059
31380,"Macomb, IL Micro Area",27312,13306,3500,283,9523,14006,3703,228,10075
21380,"Emporia, KS Micro Area",27154,13075,1975,181,10919,14079,2228,55,11796
17700,"Coffeyville, KS Micro Area",26996,13195,815,66,12314,13801,768,63,12970
31500,"Madison, IN Micro Area",26938,12639,385,400,11854,14299,574,533,13192
13300,"Beeville, TX Micro Area",26810,16744,300,1,16443,10066,685,50,9331
38380,"Plainview, TX Micro Area",26793,14034,575,277,13182,12759,564,343,11852
27220,"Jackson, WY-ID Micro Area",26740,13870,314,250,13306,12870,774,150,11946
15700,"Cambridge, MD Micro Area",26728,12617,351,38,12228,14111,906,260,12945
37540,"Paris, TN Micro Area",26670,12845,390,105,12350,13825,566,194,13065
27920,"Junction City, KS Micro Area",26658,14133,1451,214,12468,12525,1589,320,10616
17380,"Cleveland, MS Micro Area",26572,12205,1146,6,11053,14367,2024,85,12258
37800,"Pella, IA Micro Area",26563,13159,156,768,12235,13404,346,1008,12050
47340,"Wabash, IN Micro Area",26556,12949,338,459,12152,13607,749,499,12359
27940,"Juneau, AK Micro Area",26510,13582,717,98,12767,12928,978,119,11831
19420,"Dayton, TN Micro Area",26322,12864,352,215,12297,13458,703,255,12500
27160,"Jackson, OH Micro Area",26275,12663,471,69,12123,13612,645,316,12651
41260,"St. Marys, PA Micro Area",26123,12981,294,151,12536,13142,376,111,12655
16420,"Central City, KY Micro Area",25812,12762,408,26,12328,13050,596,17,12437
28780,"Kingsville, TX Micro Area",25810,13321,2710,110,10501,12489,2122,84,10283
46860,"Vernal, UT Micro Area",25717,13100,376,96,12628,12617,611,159,11847
27020,"Iron Mountain, MI-WI Micro Area",25556,12740,473,31,12236,12816,438,139,12239
18100,"Columbus, NE Micro Area",25549,12798,394,35,12369,12751,916,111,11724
23140,"Frankfort, IN Micro Area",25516,12490,392,47,12051,13026,450,57,12519
19540,"Decatur, IN Micro Area",25508,12450,296,106,12048,13058,393,163,12502
19980,"Dodge City, KS Micro Area",25441,13181,458,84,12639,12260,701,110,11449
33060,"Miami, OK Micro Area",25428,12299,789,36,11474,13129,900,120,12109
25580,"Hastings, NE Micro Area",25311,12643,1020,525,11098,12668,685,689,11294
30660,"Lincoln, IL Micro Area",25231,12815,705,417,11693,12416,587,421,11408
14720,"Breckenridge, CO Micro Area",25211,13866,469,207,13190,11345,993,41,10311
10660,"Albert Lea, MN Micro Area",25199,12433,375,74,11984,12766,623,102,12041
30280,"Lewisburg, TN Micro Area",25187,12125,295,178,11652,13062,493,85,12484
28860,"Kirksville, MO Micro Area",25177,11755,2597,276,8882,13422,3311,344,9767
27660,"Jennings, LA Micro Area",24780,11890,407,75,11408,12890,780,30,12080
48780,"Williston, ND Micro Area",24717,13686,513,87,13086,11031,537,102,10392
43260,"Sheridan, WY Micro Area",24684,12083,567,55,11461,12601,987,94,11520
21180,"Elkins, WV Micro Area",24624,12677,207,245,12225,11947,405,251,11291
34420,"Mount Pleasant, TX Micro Area",24619,12044,509,41,11494,12575,768,97,11710
47780,"Washington, IN Micro Area",24543,12126,260,64,11802,12417,482,91,11844
28380,"Kennett, MO Micro Area",24530,11572,292,23,11257,12958,692,60,12206
10980,"Alpena, MI Micro Area",24404,11935,665,108,11162,12469,743,93,11633
15780,"Camden, AR Micro Area",24370,11525,433,102,10990,12845,769,37,12039
26260,"Hope, AR Micro Area",24303,11639,324,28,11287,12664,660,73,11931
17640,"Coco, PR Micro Area",24035,11469,229,562,10678,12566,275,651,11640
31220,"Ludington, MI Micro Area",23879,11743,435,87,11221,12136,679,92,11365
43500,"Silver City, NM Micro Area",23860,11562,651,63,10848,12298,902,204,11192
25700,"Hays, KS Micro Area",23799,11849,2204,21,9624,11950,2368,7,9575
32980,"Merrill, WI Micro Area",23786,11929,355,109,11465,11857,479,143,11235
29780,"Las Vegas, NM Micro Area",23777,11853,873,303,10677,11924,1184,251,10489
27700,"Jesup, GA Micro Area",23691,12221,386,37,11798,11470,677,10,10783
21640,"Eufaula, AL-GA Micro Area",23653,12758,398,27,12333,10895,570,104,10221
32700,"McPherson, KS Micro Area",23650,11580,500,432,10648,12070,511,316,11243
19860,"Dickinson, ND Micro Area",23529,12327,428,79,11820,11202,690,88,10424
48220,"Weatherford, OK Micro Area",23149,11674,1642,16,10016,11475,1884,67,9524
13500,"Bennettsville, SC Micro Area",23107,12381,411,37,11933,10726,639,28,10059
47920,"Washington Court House, OH Micro Area",23067,11166,261,44,10861,11901,591,87,11223
46780,"Van Wert, OH Micro Area",23030,11203,376,167,10660,11827,501,134,11192
18860,"Crescent City, CA Micro Area",22799,12720,651,32,12037,10079,752,50,9277
33180,"Middlesborough, KY Micro Area",22733,10960,331,56,10573,11773,588,131,11054
35860,"North Vernon, IN Micro Area",22584,11278,343,125,10810,11306,444,145,10717
33420,"Mineral Wells, TX Micro Area",22455,10876,214,22,10640,11579,334,36,11209
47980,"Watertown, SD Micro Area",22097,10986,787,57,10142,11111,773,146,10192
22620,"Forrest City, AR Micro Area",22035,12098,541,85,11472,9937,658,89,9190
22820,"Fort Morgan, CO Micro Area",21991,10901,301,53,10547,11090,551,44,10495
26940,"Indianola, MS Micro Area",21985,11648,446,20,11182,10337,895,155,9287
25200,"Hailey, ID Micro Area",21920,11099,228,5,10866,10821,330,55,10436
24380,"Grants, NM Micro Area",21799,11074,378,206,10490,10725,631,155,9939
14340,"Boone, IA Micro Area",21761,10850,537,97,10216,10911,917,96,9898
24460,"Great Bend, KS Micro Area",21733,10717,479,29,10209,11016,639,66,10311
12460,"Bainbridge, GA Micro Area",21638,10356,422,23,9911,11282,694,53,10535
23240,"Fredericksburg, TX Micro Area",21586,10323,136,41,10146,11263,264,158,10841
45580,"Thomaston, GA Micro Area",21304,10046,265,19,9762,11258,688,59,10511
12820,"Bastrop, LA Micro Area",21221,9992,353,39,9600,11229,375,168,10686
48100,"Wauchula, FL Micro Area",21171,11553,337,123,11093,9618,472,38,9108
43940,"Spearfish, SD Micro Area",21061,10376,967,63,9346,10685,1255,56,9374
29260,"La Grande, OR Micro Area",21061,10234,883,100,9251,10827,921,102,9804
33020,"Mexico, MO Micro Area",20991,9217,191,67,8959,11774,442,108,11224
24700,"Greensburg, IN Micro Area",20986,10296,226,72,9998,10690,589,88,10013
45740,"Toccoa, GA Micro Area",20855,9662,435,298,8929,11193,471,319,10403
45520,"The Dalles, OR Micro Area",20802,10296,308,141,9847,10506,617,41,9848
46620,"Uvalde, TX Micro Area",20765,10099,832,24,9243,10666,716,62,9888
35580,"New Ulm, MN Micro Area",20756,10167,223,484,9460,10589,377,439,9773
15820,"Campbellsville, KY Micro Area",20717,9985,382,446,9157,10732,629,668,9435
44900,"Summerville, GA Micro Area",20445,10546,288,110,10148,9899,485,80,9334
33620,"Moberly, MO Micro Area",20400,10710,316,237,10157,9690,637,321,8732
36840,"Ottawa, KS Micro Area",20333,9834,297,244,9293,10499,434,291,9774
32140,"Marshall, MN Micro Area",20329,10059,949,22,9088,10270,1177,69,9024
44460,"Steamboat Springs, CO Micro Area",20323,10594,701,110,9783,9729,527,97,9105
25720,"Heber, UT Micro Area",20186,10226,440,113,9673,9960,487,186,9287
34300,"Mountain Home, ID Micro Area",20177,10530,627,169,9734,9647,584,250,8813
11060,"Altus, OK Micro Area",20129,9980,606,100,9274,10149,704,85,9360
30420,"Lexington, NE Micro Area",20062,10129,422,34,9673,9933,397,49,9487
31620,"Magnolia, AR Micro Area",19897,9316,1151,0,8165,10581,1714,16,8851
32340,"Maryville, MO Micro Area",19882,9819,2446,121,7252,10063,2506,152,7405
15060,"Brookings, OR Micro Area",19529,9458,179,0,9279,10071,330,16,9725
21980,"Fallon, NV Micro Area",19510,9873,533,57,9283,9637,535,80,9022
18220,"Connersville, IN Micro Area",19295,9403,271,29,9103,9892,586,47,9259
17260,"Clarksdale, MS Micro Area",19084,8618,670,77,7871,10466,904,284,9278
19700,"Deming, NM Micro Area",19073,9470,287,100,9083,9603,571,25,9007
11660,"Arkadelphia, AR Micro Area",19036,8887,1180,809,6898,10149,1959,257,7933
47420,"Wahpeton, ND-MN Micro Area",18738,9591,1070,17,8504,9147,702,72,8373
32180,"Marshall, MO Micro Area",18700,9248,374,649,8225,9452,506,367,8579
49460,"Yankton, SD Micro Area",18642,9791,344,211,9236,8851,396,184,8271
33580,"Mitchell, SD Micro Area",18506,9237,407,387,8443,9269,342,435,8492
18380,"Cordele, GA Micro Area",18396,8477,487,22,7968,9919,981,188,8750
44540,"Sterling, CO Micro Area",18394,10341,633,30,9678,8053,870,66,7117
21120,"Elk City, OK Micro Area",18250,9830,220,13,9597,8420,301,17,8102
30220,"Levelland, TX Micro Area",18176,8835,810,42,7983,9341,960,115,8266
26220,"Hood River, OR Micro Area",18176,9040,233,89,8718,9136,442,79,8615
37420,"Pampa, TX Micro Area",18120,9647,308,45,9294,8473,435,86,7952
42180,"Santa Isabel, PR Micro Area",18085,8598,156,451,7991,9487,169,969,8349
36820,"Oskaloosa, IA Micro Area",17939,8998,379,615,8004,8941,462,362,8117
39260,"Prineville, OR Micro Area",17937,8702,136,51,8515,9235,247,26,8962
13100,"Beatrice, NE Micro Area",17811,8730,281,34,8415,9081,295,40,8746
27420,"Jamestown, ND Micro Area",17566,9017,255,237,8525,8549,370,450,7729
38180,"Pierre, SD Micro Area",17515,8560,183,65,8312,8955,307,30,8618
39700,"Raymondville, TX Micro Area",17375,9304,309,16,8979,8071,286,75,7710
24980,"Grenada, MS Micro Area",17286,7997,184,0,7813,9289,701,34,8554
38920,"Port Lavaca, TX Micro Area",17242,8702,197,34,8471,8540,504,6,8030
14420,"Borger, TX Micro Area",17074,8474,429,7,8038,8600,604,30,7966
30580,"Liberal, KS Micro Area",16917,8686,649,38,7999,8231,660,61,7510
49380,"Worthington, MN Micro Area",16835,8617,284,9,8324,8218,352,71,7795
37660,"Parsons, KS Micro Area",16738,8229,244,148,7837,8509,436,72,8001
40760,"Ruidoso, NM Micro Area",16707,8052,466,81,7505,8655,614,30,8011
21860,"Fairmont, MN Micro Area",16533,8129,153,56,7920,8404,241,119,8044
49260,"Woodward, OK Micro Area",16528,8856,200,0,8656,7672,325,7,7340
25100,"Guymon, OK Micro Area",16482,8793,387,79,8327,7689,547,66,7076
16140,"Carroll, IA Micro Area",16423,7902,229,56,7617,8521,349,86,8086
20300,"Dumas, TX Micro Area",16142,8319,312,46,7961,7823,489,90,7244
48500,"West Point, MS Micro Area",16112,7357,509,25,6823,8755,749,62,7944
39220,"Price, UT Micro Area",16107,7979,503,36,7440,8128,631,59,7438
44740,"Storm Lake, IA Micro Area",16091,8149,410,143,7596,7942,635,293,7014
21740,"Evanston, WY Micro Area",15684,7817,155,33,7629,7867,430,43,7394
38780,"Portales, NM Micro Area",15544,7768,1191,55,6522,7776,1795,36,5945
25760,"Helena-West Helena, AR Micro Area",15488,7006,260,0,6746,8482,737,34,7711
10260,"Adjuntas, PR Micro Area",15284,7406,211,263,6932,7878,167,484,7227
21840,"Fairfield, IA Micro Area",14959,8013,279,1338,6396,6946,251,414,6281
47240,"Vineyard Haven, MA Micro Area",14642,7063,32,91,6940,7579,27,115,7437
15140,"Brownsville, TN Micro Area",14605,6736,100,19,6617,7869,405,103,7361
31060,"Los Alamos, NM Micro Area",14533,7334,507,22,6805,7199,451,104,6644
44020,"Spirit Lake, IA Micro Area",14315,7101,280,71,6750,7214,321,44,6849
26700,"Huron, SD Micro Area",14054,6947,125,34,6788,7107,332,61,6714
32500,"Maysville, KY Micro Area",13992,6788,248,16,6524,7204,418,14,6772
25820,"Hereford, TX Micro Area",13921,6873,262,83,6528,7048,499,116,6433
22340,"Fitzgerald, GA Micro Area",13597,6480,151,7,6322,7117,355,38,6724
43660,"Snyder, TX Micro Area",13596,7476,413,50,7013,6120,302,226,5592
36830,"Othello, WA Micro Area",13354,6726,253,22,6451,6628,226,77,6325
11860,"Atchison, KS Micro Area",13353,6289,167,549,5573,7064,409,730,5925
43980,"Spencer, IA Micro Area",13316,6464,126,66,6272,6852,313,69,6470
49080,"Winnemucca, NV Micro Area",13040,6881,167,20,6694,6159,234,71,5854
11380,"Andrews, TX Micro Area",12719,6493,87,0,6406,6226,157,26,6043
27580,"Jayuya, PR Micro Area",12539,6208,72,241,5895,6331,50,568,5713
46820,"Vermillion, SD Micro Area",12028,5943,2301,54,3588,6085,2583,29,3473
45020,"Sweetwater, TX Micro Area",11826,5903,319,77,5507,5923,110,115,5698
37780,"Pecos, TX Micro Area",11716,7321,129,79,7113,4395,61,22,4312
28540,"Ketchikan, AK Micro Area",11161,5780,203,68,5509,5381,244,42,5095
29500,"Lamesa, TX Micro Area",10571,6059,244,20,5795,4512,115,12,4385
46900,"Vernon, TX Micro Area",10468,5007,151,37,4819,5461,427,90,4944
18780,"Craig, CO Micro Area",10243,5176,175,54,4947,5067,301,24,4742
49820,"Zapata, TX Micro Area",10201,4967,72,31,4864,5234,239,20,4975
